location,total_sqft,bath,balcony,price,bhk,price_per_sqft
7th Phase JP Nagar,1850.0,3,2,150.0,3,8108.11
Other,1490.0,2,3,88.0,3,5906.04
Other,620.0,1,1,25.0,2,4032.26
Hormavu,1130.0,2,1,42.3,2,3743.36
Yelachenahalli,1080.0,2,2,55.0,2,5092.59
Singasandra,3126.0,4,2,120.0,4,3838.77
Begur Road,1410.0,2,3,52.17,3,3700.0
Bommanahalli,1375.0,3,2,59.0,3,4290.91
Hennur Road,1290.0,2,1,94.5,3,7325.58
Hosa Road,1318.0,2,1,85.28,3,6470.41
Electronic City,1128.0,2,1,68.0,2,6028.37
Other,4428.0,4,2,255.0,4,5758.81
Kanakpura Road,1051.0,2,2,56.74,2,5398.67
Kannamangala,2400.0,4,1,130.0,4,5416.67
Yelahanka,1327.0,2,3,85.0,2,6405.43
Other,1301.0,2,2,55.0,2,4227.52
Other,650.0,1,0,30.0,1,4615.38
Varthur,1200.0,3,1,67.75,3,5645.83
Other,1500.0,2,2,89.99,3,5999.33
Other,1350.0,4,2,145.0,4,10740.74
Electronic City Phase II,1000.0,2,1,28.88,2,2888.0
Sarjapur  Road,984.0,2,1,45.91,2,4665.65
Jakkur,1819.18,3,1,160.0,3,8795.17
Nagarbhavi,900.0,1,0,175.0,1,19444.44
Hebbal,1355.0,3,1,83.87,3,6189.67
Sarakki Nagar,2145.0,4,1,270.0,3,12587.41
Malleshwaram,2475.0,4,3,300.0,3,12121.21
Kaggadasapura,1118.0,2,0,30.0,2,2683.36
Other,910.0,1,1,42.0,1,4615.38
Other,1250.0,3,2,39.0,3,3120.0
Hosakerehalli,1304.0,2,3,100.0,2,7668.71
Begur Road,1615.0,3,2,58.0,3,3591.33
Sarjapur  Road,1400.0,2,2,68.0,2,4857.14
CV Raman Nagar,1070.0,2,2,47.5,2,4439.25
Hebbal,3500.0,3,3,395.0,3,11285.71
Hoodi,1132.0,2,1,89.37,2,7894.88
Other,2000.0,3,2,85.0,3,4250.0
Hebbal,2400.0,5,1,550.0,7,22916.67
Sector 2 HSR Layout,794.0,1,2,65.0,1,8186.4
Raja Rajeshwari Nagar,1090.0,2,2,43.59,2,3999.08
Gottigere,1500.0,3,2,70.0,3,4666.67
1st Phase JP Nagar,2059.0,3,2,225.0,3,10927.63
Kanakpura Road,525.0,1,1,30.0,1,5714.29
Bhoganhalli,1447.0,2,1,75.97,2,5250.17
Whitefield,1269.0,2,1,75.0,2,5910.17
Other,4800.0,4,0,700.0,4,14583.33
Kanakpura Road,1070.0,2,2,37.45,2,3500.0
Talaghattapura,1150.0,2,0,28.0,2,2434.78
Marathahalli,1208.0,2,2,70.0,2,5794.7
Ramamurthy Nagar,1185.0,2,1,45.5,2,3839.66
Laggere,1200.0,3,1,130.0,3,10833.33
Anekal,888.0,2,1,34.0,2,3828.83
Chandapura,1015.0,2,2,25.88,2,2549.75
Other,532.0,1,1,22.49,1,4227.44
Other,1060.0,3,1,62.0,3,5849.06
Electronic City,700.0,1,1,35.0,1,5000.0
Other,902.0,2,2,42.0,2,4656.32
Uttarahalli,1175.0,2,1,47.0,2,4000.0
Binny Pete,1365.0,2,1,122.0,2,8937.73
Doddathoguru,984.0,2,1,51.0,2,5182.93
Hebbal,2700.0,2,2,100.0,4,3703.7
Jalahalli East,1475.0,3,2,96.0,3,6508.47
Haralur Road,1300.0,2,2,79.0,2,6076.92
Babusapalaya,1453.0,2,2,43.59,3,3000.0
Other,1550.0,2,3,160.0,2,10322.58
Akshaya Nagar,1666.0,3,2,95.0,3,5702.28
Akshaya Nagar,1410.0,4,2,160.0,4,11347.52
Yelahanka,4025.0,5,3,800.0,4,19875.78
Murugeshpalya,1845.0,3,3,91.0,3,4932.25
Sarjapura - Attibele Road,1676.0,3,3,52.0,3,3102.63
Uttarahalli,1137.0,2,1,63.0,2,5540.9
Electronic City,1360.0,2,1,70.5,3,5183.82
Other,1374.0,2,2,70.0,3,5094.61
Judicial Layout,1700.0,3,2,155.0,3,9117.65
Whitefield,3227.0,5,0,250.0,5,7747.13
Other,2145.0,4,2,125.0,4,5827.51
Kasavanhalli,2170.0,3,2,151.0,3,6958.53
Other,1080.0,2,1,55.0,2,5092.59
Electronic City Phase II,1790.0,3,3,100.0,3,5586.59
Doddathoguru,550.0,1,1,17.0,1,3090.91
Poorna Pragna Layout,1270.0,2,2,50.79,3,3999.21
Somasundara Palya,1033.0,2,2,48.0,2,4646.66
Other,1000.0,2,1,80.0,2,8000.0
Other,1240.0,2,2,52.6,2,4241.94
Kasturi Nagar,1650.0,5,1,450.0,5,27272.73
Kambipura,883.0,2,1,39.0,2,4416.76
Other,1500.0,2,0,97.0,3,6466.67
Marathahalli,1730.0,3,3,139.0,3,8034.68
Kasavanhalli,1915.0,3,3,80.0,3,4177.55
Whitefield,1545.0,3,2,79.0,3,5113.27
Other,1865.0,4,2,140.0,3,7506.7
Hebbal Kempapura,1150.0,2,2,40.0,2,3478.26
Other,1200.0,2,2,49.0,2,4083.33
Kengeri,963.0,2,2,40.0,2,4153.69
Marsur,1200.0,3,1,120.0,3,10000.0
Basavangudi,2600.0,4,3,260.0,4,10000.0
Kaikondrahalli,1700.0,4,2,108.0,4,6352.94
Lingadheeranahalli,1682.0,3,1,120.0,3,7134.36
Yelahanka,1371.0,2,2,65.0,3,4741.06
Hennur Road,901.0,2,1,49.5,2,5493.9
Ambalipura,1730.0,3,1,120.0,3,6936.42
Konanakunte,1200.0,4,0,125.0,4,10416.67
EPIP Zone,1500.0,3,3,102.0,3,6800.0
Other,3500.0,4,2,245.0,4,7000.0
Other,1203.0,2,1,59.86,2,4975.89
Horamavu Banaswadi,1357.0,2,2,54.0,2,3979.37
Other,1600.0,3,2,76.0,3,4750.0
Yelahanka New Town,350.0,1,1,13.5,1,3857.14
Varthur,1665.0,3,1,53.0,3,3183.18
Ramamurthy Nagar,1400.0,3,3,200.0,3,14285.71
Sarjapur  Road,835.0,1,1,46.95,1,5622.75
Other,815.0,3,2,160.0,2,19631.9
Haralur Road,1444.0,2,1,80.0,3,5540.17
Kanakapura,1277.0,2,2,55.0,2,4306.97
Lingadheeranahalli,1521.0,3,1,94.71,3,6226.82
Other,1134.0,2,1,40.0,2,3527.34
Vasanthapura,995.0,2,1,34.82,2,3499.5
Marathahalli,1325.0,1,1,92.0,2,6943.4
Kothanur,4000.0,6,2,150.0,6,3750.0
Marathahalli,1525.0,3,2,90.0,3,5901.64
Other,1320.0,2,2,73.0,3,5530.3
Electronics City Phase 1,650.0,1,1,23.0,1,3538.46
Old Airport Road,1858.0,2,1,167.0,3,8988.16
Electronic City,1150.0,2,1,38.0,2,3304.35
Electronic City Phase II,769.0,2,1,40.0,2,5201.56
Electronic City,1571.0,3,2,105.0,3,6683.64
Hennur Road,1445.0,3,1,86.56,3,5990.31
Hosur Road,1590.0,2,2,135.0,3,8490.57
Bommasandra,902.0,2,2,49.0,2,5432.37
Sarjapur,2238.0,3,1,140.0,3,6255.59
Electronic City,1090.0,2,1,31.49,2,2888.99
Yelahanka,1712.0,3,3,82.0,3,4789.72
Haralur Road,1088.0,2,1,68.0,2,6250.0
Somasundara Palya,1575.0,3,3,63.1,3,4006.35
Other,2150.0,6,3,205.0,6,9534.88
Kundalahalli,1920.0,3,2,150.0,3,7812.5
Margondanahalli,1000.0,2,0,57.0,2,5700.0
Other,1100.0,2,2,56.1,2,5100.0
Electronic City,1089.0,2,2,45.0,2,4132.23
Horamavu Agara,1106.0,2,1,43.09,2,3896.02
Kengeri,927.0,2,2,37.0,2,3991.37
Kanakpura Road,1339.0,2,2,58.0,2,4331.59
Thanisandra,923.0,1,1,45.69,1,4950.16
Sarjapur  Road,2900.0,3,2,285.0,3,9827.59
Lakshminarayana Pura,1175.0,2,2,75.0,2,6382.98
Thubarahalli,975.0,2,1,55.0,2,5641.03
Hebbal,2400.0,4,1,180.0,3,7500.0
Subramanyapura,1330.0,3,2,72.0,3,5413.53
Thanisandra,1183.0,2,1,59.74,2,5049.87
Harlur,1758.0,3,2,133.0,3,7565.42
Nagarbhavi,1200.0,3,2,265.0,3,22083.33
Hebbal,1255.0,2,1,77.68,3,6189.64
Pai Layout,1100.0,2,2,50.0,2,4545.45
Ramamurthy Nagar,1170.0,2,2,46.8,2,4000.0
Other,2400.0,5,2,120.0,5,5000.0
Raja Rajeshwari Nagar,1530.0,3,3,51.77,3,3383.66
Hebbal,1420.0,2,2,107.0,2,7535.21
Other,1200.0,4,2,300.0,4,25000.0
Kanakpura Road,1591.0,3,1,115.0,3,7228.16
7th Phase JP Nagar,1680.0,3,2,120.0,3,7142.86
Other,675.0,3,1,52.0,2,7703.7
Hoodi,1055.0,2,1,57.63,2,5462.56
Iblur Village,1918.0,3,2,129.0,3,6725.76
Sarjapur  Road,1280.0,2,1,76.0,2,5937.5
Nagarbhavi,1560.0,3,3,66.0,3,4230.77
Sarjapur  Road,1145.0,2,2,49.5,2,4323.14
Talaghattapura,2106.0,3,2,126.0,3,5982.91
Other,1801.0,3,2,139.0,3,7717.93
Rajaji Nagar,1718.0,3,2,288.0,2,16763.68
Whitefield,1306.0,3,2,54.65,3,4184.53
Hebbal,1320.0,2,1,92.0,2,6969.7
Other,1350.0,2,2,65.0,3,4814.81
Other,2990.0,4,2,324.0,4,10836.12
Kalyan nagar,3800.0,5,3,300.0,4,7894.74
Bannerghatta Road,1344.0,2,1,42.0,3,3125.0
Bannerghatta Road,1893.0,3,2,100.0,3,5282.62
Chandapura,1107.0,2,1,43.0,3,3884.37
Lakshminarayana Pura,1190.0,2,1,75.0,2,6302.52
Whitefield,1000.0,2,1,35.0,2,3500.0
Other,2400.0,2,1,160.0,2,6666.67
Kumaraswami Layout,1000.0,2,1,48.5,2,4850.0
Jalahalli,2113.0,3,2,155.0,3,7335.54
KR Puram,1100.0,2,1,46.0,2,4181.82
Harlur,1884.0,4,2,120.0,4,6369.43
Electronic City,1110.0,2,1,40.0,2,3603.6
Kudlu,1027.0,2,2,43.0,2,4186.95
Other,1250.0,3,2,40.0,3,3200.0
Sarjapur  Road,1470.0,3,0,62.0,3,4217.69
Other,1150.0,2,1,75.0,2,6521.74
Other,1200.0,3,2,165.0,3,13750.0
Kudlu Gate,703.0,1,1,52.0,1,7396.87
Other,1400.0,2,2,62.0,3,4428.57
Bellandur,1195.0,2,2,51.0,2,4267.78
Narayanapura,1302.0,2,1,69.1,2,5307.22
Begur Road,1583.0,3,1,74.4,3,4699.94
Other,1488.0,2,3,60.0,3,4032.26
Kammasandra,1385.0,2,2,34.63,3,2500.36
Whitefield,3262.0,4,2,260.0,4,7970.57
Electronic City,1600.0,3,2,104.0,3,6500.0
Old Airport Road,1150.0,2,1,90.0,2,7826.09
Other,4500.0,9,2,166.0,9,3688.89
Sarjapur  Road,1263.0,2,1,78.0,2,6175.77
Kanakpura Road,1299.0,2,2,85.0,2,6543.49
Banashankari,1330.0,2,1,78.0,2,5864.66
Devanahalli,1282.0,2,2,52.43,3,4089.7
Other,1853.0,3,2,82.0,3,4425.26
Other,861.0,2,1,35.0,2,4065.04
Bannerghatta Road,1600.0,3,2,95.0,3,5937.5
Other,1256.0,2,1,62.8,2,5000.0
Other,1390.0,2,2,80.0,3,5755.4
Other,1550.0,2,2,90.0,3,5806.45
Hebbal,919.0,2,1,49.0,2,5331.88
Margondanahalli,1625.0,3,0,80.0,3,4923.08
Gunjur,1195.0,2,2,44.0,2,3682.01
Domlur,2400.0,4,1,600.0,6,25000.0
Yelenahalli,1159.0,2,1,60.0,2,5176.88
Whitefield,1386.0,3,1,57.46,3,4145.74
Harlur,1197.0,2,1,79.0,2,6599.83
Old Airport Road,2690.0,4,3,191.0,4,7100.37
Jigani,4303.5,2,2,226.0,4,5251.54
Bommasandra,1295.0,2,1,50.28,3,3882.63
Other,1310.0,2,1,37.83,3,2887.79
Whitefield,1132.0,2,1,79.28,2,7003.53
Other,2350.0,3,2,400.0,3,17021.28
Other,2400.0,4,2,500.0,4,20833.33
Hebbal,1645.0,3,2,135.0,3,8206.69
Whitefield,1200.0,2,1,45.84,2,3820.0
Whitefield,3000.0,4,0,330.0,4,11000.0
Marathahalli,1937.0,3,2,140.0,3,7227.67
Doddathoguru,1015.0,2,2,33.5,2,3300.49
Other,1080.0,2,2,39.0,2,3611.11
Kathriguppe,1350.0,2,2,80.99,3,5999.26
Kengeri Satellite Town,1149.0,2,2,29.0,3,2523.93
Kothanur,1185.0,2,2,59.0,2,4978.9
Domlur,1720.0,3,1,135.0,3,7848.84
Hebbal,2080.0,3,3,175.0,3,8413.46
Tindlu,1500.0,3,1,87.0,3,5800.0
Yelahanka,1566.0,3,2,97.0,3,6194.13
Rajaji Nagar,2386.0,3,2,334.0,3,13998.32
Other,1500.0,4,0,110.0,4,7333.33
KR Puram,1290.0,2,1,49.02,2,3800.0
Other,1531.0,3,2,72.0,3,4702.81
Other,1839.0,3,3,165.0,3,8972.27
Other,4200.0,4,1,760.0,4,18095.24
Electronic City Phase II,1400.0,2,2,40.43,3,2887.86
Whitefield,1140.0,2,2,39.0,2,3421.05
Tumkur Road,1343.5,3,0,57.76,3,4299.22
Banashankari Stage III,2000.0,4,0,100.0,4,5000.0
Kaval Byrasandra,1100.0,2,1,46.0,2,4181.82
Other,1200.0,2,2,55.0,2,4583.33
Bannerghatta,1618.0,3,1,68.0,3,4202.72
Whitefield,2830.0,5,2,160.0,4,5653.71
Uttarahalli,1315.0,2,2,74.0,3,5627.38
Anandapura,1141.0,2,1,42.75,2,3746.71
AECS Layout,1080.0,2,2,55.0,2,5092.59
HBR Layout,1200.0,2,2,60.0,2,5000.0
Varthur,1111.0,2,2,41.88,2,3769.58
NGR Layout,1022.0,2,1,45.9,2,4491.19
Bannerghatta Road,1275.0,2,2,65.0,2,5098.04
Other,900.0,2,1,70.0,2,7777.78
Rachenahalli,1224.0,2,3,39.2,2,3202.61
Battarahalli,1135.0,2,3,43.0,2,3788.55
Rachenahalli,1050.0,2,2,52.1,2,4961.9
Kudlu Gate,1535.0,3,2,86.0,3,5602.61
Nagavarapalya,1392.0,2,1,130.0,2,9339.08
Bellandur,1050.0,2,2,72.0,2,6857.14
Hosa Road,1513.0,3,1,103.0,3,6807.67
Gottigere,1621.0,3,3,72.0,3,4441.7
Bannerghatta Road,892.0,2,1,39.0,2,4372.2
Whitefield,1205.0,2,1,40.0,2,3319.5
Hebbal,1355.0,3,2,83.87,3,6189.67
Indira Nagar,1400.0,2,2,168.0,2,12000.0
Kengeri,726.0,2,1,35.0,2,4820.94
Other,1500.0,3,2,149.0,3,9933.33
Hebbal,3895.0,4,2,405.0,4,10397.95
Horamavu Agara,1079.0,2,2,41.0,2,3799.81
Begur Road,1170.0,2,2,46.0,2,3931.62
Doddathoguru,1104.0,2,2,39.0,2,3532.61
Kanakpura Road,950.0,2,1,45.0,2,4736.84
Hormavu,4818.0,4,3,390.0,4,8094.65
Other,1650.0,2,1,52.0,3,3151.52
Kogilu,1559.0,3,2,127.0,3,8146.25
Other,1100.0,2,1,38.0,2,3454.55
Benson Town,1750.0,3,3,150.0,3,8571.43
Ramagondanahalli,1215.0,2,1,45.5,2,3744.86
Talaghattapura,1868.0,3,1,135.0,3,7226.98
Electronic City,1130.0,2,1,32.63,2,2887.61
Kanakpura Road,1570.0,3,3,64.5,3,4108.28
Sarjapur  Road,1691.0,3,1,98.0,3,5795.39
Ardendale,4355.0,3,1,350.0,5,8036.74
Hulimavu,1225.0,2,2,55.0,2,4489.8
JP Nagar,1690.0,3,2,112.0,3,6627.22
Thigalarapalya,1418.0,2,2,103.0,2,7263.75
Kasturi Nagar,1896.0,3,1,125.0,4,6592.83
Sonnenahalli,605.0,1,1,40.0,1,6611.57
Electronic City Phase II,900.0,2,2,32.5,2,3611.11
Other,750.0,2,0,50.0,1,6666.67
Ananth Nagar,908.0,2,1,26.0,2,2863.44
Thanisandra,3216.0,4,1,226.0,4,7027.36
BEML Layout,2400.0,4,1,225.0,5,9375.0
Iblur Village,1400.0,2,2,68.0,2,4857.14
Kudlu,1092.0,2,2,44.0,2,4029.3
Hulimavu,1255.0,2,2,74.0,2,5896.41
Electronic City,1500.0,2,1,100.0,3,6666.67
Thanisandra,1296.0,2,2,72.0,2,5555.56
Horamavu Banaswadi,925.0,2,3,38.0,2,4108.11
Raja Rajeshwari Nagar,1023.0,2,2,42.0,2,4105.57
Other,600.0,3,2,75.0,2,12500.0
Thanisandra,1020.0,2,1,44.5,2,4362.75
Choodasandra,1530.0,3,2,77.0,3,5032.68
Gubbalala,1650.0,3,2,71.0,3,4303.03
Other,1605.0,2,3,85.0,3,5295.95
Hosakerehalli,1925.0,2,1,50.0,2,2597.4
Kogilu,1190.0,2,2,50.66,2,4257.14
Jakkur,1374.0,3,2,68.0,3,4949.05
6th Phase JP Nagar,1140.0,2,2,65.0,2,5701.75
Green Glen Layout,1725.0,3,2,130.0,3,7536.23
Bisuvanahalli,1075.0,2,1,50.0,3,4651.16
Kannamangala,1574.0,3,1,93.34,3,5930.11
Sanjay nagar,965.0,1,1,32.0,1,3316.06
Marathahalli,1550.0,3,2,83.0,3,5354.84
Other,1205.0,2,2,60.0,2,4979.25
Kambipura,1082.0,2,1,55.0,3,5083.18
Uttarahalli,1215.0,2,2,52.85,3,4349.79
Hebbal,2483.0,5,2,230.0,4,9262.99
Other,1200.0,3,1,46.14,2,3845.0
Other,1500.0,1,1,19.5,1,1300.0
Other,2360.0,4,2,600.0,4,25423.73
Ardendale,3198.0,4,2,250.0,4,7817.39
Kanakpura Road,1452.0,3,3,60.98,3,4199.72
Electronic City Phase II,1329.0,2,2,41.0,3,3085.03
Other,1125.0,2,1,44.0,2,3911.11
Other,1200.0,2,0,70.0,2,5833.33
Sarjapur  Road,1350.0,3,3,39.97,3,2960.74
Uttarahalli,1312.5,3,0,51.19,3,3900.19
Hebbal,2600.0,3,2,195.0,3,7500.0
Other,1200.0,2,1,160.0,2,13333.33
Electronic City Phase II,1220.0,3,1,35.23,3,2887.7
Pai Layout,1255.0,2,1,80.0,2,6374.5
Other,1904.0,3,3,155.0,3,8140.76
Somasundara Palya,1329.0,2,2,70.0,2,5267.12
Chandapura,1200.0,2,1,60.0,2,5000.0
Murugeshpalya,2135.0,3,2,160.0,3,7494.15
Other,2770.0,4,3,315.0,3,11371.84
Other,813.0,1,1,39.0,1,4797.05
Other,3884.0,4,3,240.0,4,6179.2
Doddaballapur,3876.0,3,1,300.0,3,7739.94
Kalena Agrahara,800.0,2,2,30.0,2,3750.0
Other,4750.0,2,1,120.0,4,2526.32
Hormavu,1500.0,3,3,70.0,3,4666.67
Bannerghatta Road,1880.0,3,2,95.0,3,5053.19
Electronic City,1440.0,2,2,55.0,3,3819.44
Akshaya Nagar,1575.0,3,2,90.0,3,5714.29
Other,1630.0,2,2,97.78,3,5998.77
Yelahanka,1180.0,3,1,55.0,3,4661.02
Other,1090.0,2,1,36.0,2,3302.75
NGR Layout,1020.0,2,2,48.45,2,4750.0
Other,2425.0,4,3,173.0,4,7134.02
Varthur,1097.0,2,1,33.82,2,3082.95
Raja Rajeshwari Nagar,1070.0,2,1,50.0,2,4672.9
Kumaraswami Layout,1000.0,2,1,58.0,2,5800.0
Other,1150.0,2,1,56.0,2,4869.57
Frazer Town,1900.0,4,2,145.0,3,7631.58
Other,1141.0,2,2,49.0,2,4294.48
Jigani,937.0,2,1,44.0,2,4695.84
Green Glen Layout,1075.0,2,1,60.0,2,5581.4
Panathur,1000.0,2,1,65.3,2,6530.0
Kasavanhalli,1450.0,3,2,77.41,3,5338.62
Other,936.0,2,2,43.0,2,4594.02
Other,1280.0,2,1,75.0,2,5859.38
Babusapalaya,1050.0,2,3,45.0,2,4285.71
Marathahalli,1350.0,2,1,86.0,2,6370.37
Mallasandra,1325.0,2,1,70.0,2,5283.02
Devanahalli,1174.0,2,1,59.0,2,5025.55
Hosur Road,1890.0,3,2,162.0,3,8571.43
Other,735.0,1,1,75.0,1,10204.08
Other,500.0,1,0,24.0,1,4800.0
Gottigere,1304.0,3,3,80.0,3,6134.97
Yelahanka,1653.0,3,2,120.0,3,7259.53
Bisuvanahalli,1075.0,2,1,52.0,3,4837.21
7th Phase JP Nagar,1212.0,3,1,42.0,2,3465.35
Other,1100.0,2,1,50.0,2,4545.45
Other,1200.0,4,0,145.0,3,12083.33
Billekahalli,1140.0,2,2,50.0,2,4385.96
Other,1200.0,2,1,100.0,2,8333.33
Kudlu Gate,1532.0,3,2,83.0,3,5417.75
Doddaballapur,2776.0,4,2,195.0,3,7024.5
Padmanabhanagar,1531.0,2,0,75.0,3,4898.76
Poorna Pragna Layout,1270.0,2,2,50.79,3,3999.21
Uttarahalli,1325.0,2,1,53.0,2,4000.0
Other,1200.0,3,1,160.0,3,13333.33
Electronic City,1156.0,2,2,44.0,3,3806.23
R.T. Nagar,2000.0,4,2,320.0,4,16000.0
Bannerghatta Road,1260.0,2,2,70.0,2,5555.56
Vittasandra,1934.0,2,0,90.0,2,4653.57
Malleshpalya,1060.0,2,1,40.0,2,3773.58
Kasavanhalli,1476.0,3,1,95.0,3,6436.31
Murugeshpalya,1185.0,2,1,85.0,2,7173.0
Other,1265.0,2,1,82.0,3,6482.21
Other,3200.0,5,1,150.0,4,4687.5
Other,1196.0,2,2,56.81,2,4750.0
EPIP Zone,1280.0,2,1,69.0,2,5390.62
Hulimavu,1175.0,2,2,45.0,2,3829.79
Other,1850.0,3,3,98.0,3,5297.3
Indira Nagar,2400.0,4,2,525.0,4,21875.0
Whitefield,1195.0,2,1,70.0,2,5857.74
Ulsoor,2000.0,3,3,185.0,3,9250.0
Hosur Road,1180.0,2,2,36.5,2,3093.22
Jakkur,1050.0,2,1,49.87,2,4749.52
Electronic City,1400.0,2,1,40.44,3,2888.57
Other,2360.0,4,2,150.0,4,6355.93
Other,1030.0,2,1,77.25,2,7500.0
Other,1512.0,1,2,65.01,2,4299.6
Subramanyapura,929.0,2,1,48.0,2,5166.85
Jigani,1252.0,3,3,61.0,3,4872.2
Green Glen Layout,1485.0,3,2,115.0,3,7744.11
Electronics City Phase 1,1124.0,2,2,55.0,3,4893.24
TC Palaya,2400.0,6,3,370.0,6,15416.67
Indira Nagar,1407.0,3,1,120.0,3,8528.78
Hennur Road,1482.0,2,3,97.0,3,6545.21
Sector 7 HSR Layout,1163.0,2,1,98.86,2,8500.43
Jalahalli,1570.0,3,2,140.0,3,8917.2
Whitefield,3480.0,4,2,284.0,3,8160.92
Chandapura,520.0,1,1,14.04,1,2700.0
Other,2000.0,3,2,160.0,3,8000.0
Prithvi Layout,1352.0,2,2,75.0,2,5547.34
Electronic City,1152.0,2,1,65.0,2,5642.36
Other,1575.0,3,2,93.0,3,5904.76
Hegde Nagar,1965.0,4,2,125.0,3,6361.32
Other,1300.0,2,2,70.0,3,5384.62
Marathahalli,957.0,2,1,47.0,2,4911.18
Hoskote,1740.0,3,3,60.0,3,3448.28
Neeladri Nagar,1060.0,2,0,35.0,2,3301.89
Other,975.0,2,2,50.0,2,5128.21
Ramamurthy Nagar,1150.0,2,2,51.0,2,4434.78
Whitefield,1738.0,2,3,79.0,3,4545.45
Bommanahalli,1250.0,3,2,55.0,3,4400.0
Bannerghatta Road,1788.0,3,2,90.0,3,5033.56
Kanakapura,1151.0,2,1,59.0,2,5125.98
Uttarahalli,1300.0,2,2,60.0,3,4615.38
Garudachar Palya,1150.0,2,1,52.8,2,4591.3
Other,1380.0,2,1,75.0,2,5434.78
Hebbal,1645.0,3,2,117.0,3,7112.46
Babusapalaya,1141.0,2,1,45.9,2,4022.79
7th Phase JP Nagar,1175.0,2,2,82.5,2,7021.28
Banashankari Stage V,1355.0,2,1,61.0,3,4501.85
Dasarahalli,1150.0,2,0,70.0,2,6086.96
Other,5800.0,5,2,80.0,5,1379.31
Other,1000.0,2,2,45.0,2,4500.0
Balagere,1007.0,2,1,65.0,2,6454.82
Other,3000.0,5,2,100.0,4,3333.33
Kothanur,1436.0,3,3,70.0,3,4874.65
Marathahalli,4000.0,4,3,220.0,4,5500.0
Somasundara Palya,2372.0,3,2,140.0,3,5902.19
Rajaji Nagar,1200.0,2,0,150.0,2,12500.0
Rayasandra,1016.0,2,1,58.0,2,5708.66
Dodda Nekkundi,1100.0,2,2,48.0,2,4363.64
Other,1080.0,2,1,45.0,2,4166.67
Electronic City,1070.0,2,1,60.0,2,5607.48
Kadubeesanahalli,1532.0,3,1,115.0,3,7506.53
Hennur,1040.0,2,2,42.12,2,4050.0
Other,3100.0,3,3,250.0,3,8064.52
Tumkur Road,1137.5,2,0,48.905,2,4299.34
Thanisandra,1430.0,2,2,51.6,3,3608.39
Rajaji Nagar,1160.0,1,0,163.0,2,14051.72
ITPL,3262.0,5,2,205.0,4,6284.49
Other,2100.0,7,0,410.0,7,19523.81
Other,1190.0,2,2,100.0,2,8403.36
Other,1827.0,3,3,100.0,3,5473.45
HRBR Layout,1210.0,2,1,75.0,2,6198.35
Other,1500.0,3,3,95.0,3,6333.33
Rachenahalli,1050.0,2,2,53.5,2,5095.24
Hebbal,1251.0,2,1,88.73,2,7092.73
HSR Layout,1600.0,2,2,115.0,3,7187.5
Electronic City,1128.0,2,1,65.5,2,5806.74
Budigere,1820.0,3,2,93.0,3,5109.89
Thigalarapalya,2072.0,4,2,159.0,3,7673.75
Raja Rajeshwari Nagar,1510.0,2,3,59.0,3,3907.28
Hoodi,1925.0,2,3,114.0,3,5922.08
Hennur Road,2651.0,2,2,225.0,3,8487.36
Thigalarapalya,2072.0,4,2,147.0,3,7094.59
Kumaraswami Layout,1000.0,2,2,36.0,2,3600.0
KR Puram,1752.0,3,2,145.0,3,8276.26
Sahakara Nagar,960.0,2,3,56.0,2,5833.33
Other,1180.0,2,2,63.0,2,5338.98
Benson Town,2270.0,3,1,180.0,3,7929.52
NRI Layout,650.0,2,0,59.0,2,9076.92
Lakshminarayana Pura,1200.0,2,1,75.0,2,6250.0
Bisuvanahalli,1180.0,2,1,46.0,3,3898.31
Other,1300.0,3,2,47.0,3,3615.38
Bannerghatta Road,1157.0,2,0,40.0,2,3457.22
Kanakpura Road,1300.0,3,2,69.0,3,5307.69
Banashankari Stage III,1305.0,2,1,59.0,3,4521.07
Hegde Nagar,2006.0,4,2,196.0,3,9770.69
Jakkur,1290.0,2,1,80.0,2,6201.55
Hoskote,1170.0,2,3,45.0,2,3846.15
Yelachenahalli,1400.0,2,3,78.0,2,5571.43
Lakshminarayana Pura,1200.0,2,2,75.0,2,6250.0
Other,1155.0,2,0,60.0,3,5194.81
Hormavu,1725.0,3,2,85.0,3,4927.54
Kanakpura Road,700.0,2,1,40.0,2,5714.29
Other,7000.0,5,2,2050.0,4,29285.71
Hoodi,1112.0,2,1,88.0,2,7913.67
Somasundara Palya,1178.0,2,2,78.0,2,6621.39
Badavala Nagar,1274.0,2,1,81.0,2,6357.93
Doddathoguru,915.0,2,1,32.0,2,3497.27
Hosur Road,760.0,1,2,21.28,1,2800.0
Other,1540.0,3,2,68.0,3,4415.58
Other,1206.0,2,3,38.5,2,3192.37
Other,1645.0,3,2,95.0,3,5775.08
Other,1200.0,4,2,170.0,4,14166.67
Other,1200.0,4,1,140.0,4,11666.67
Nehru Nagar,2342.0,3,2,115.0,4,4910.33
Other,1200.0,2,1,55.0,3,4583.33
Yelenahalli,1056.0,2,2,33.0,2,3125.0
Raja Rajeshwari Nagar,4800.0,8,2,225.0,8,4687.5
Kanakpura Road,1450.0,3,3,54.3,3,3744.83
Other,1161.0,2,2,36.69,2,3160.21
Other,1097.0,2,3,65.0,2,5925.25
Uttarahalli,850.0,2,2,35.0,2,4117.65
Green Glen Layout,1715.0,3,2,115.0,3,6705.54
Basavangudi,2300.0,3,2,317.0,3,13782.61
Electronic City,1200.0,2,1,59.0,2,4916.67
